District,Taluka,Region,Equipment,Rs/hr,Rs/day,images
Chandrapur,Bramhpuri,Vidharbha,sprayer,28,224,"https://m.media-amazon.com/images/I/71gWfs0OVmL._AC_UF1000,1000_QL80_.jpg"
Beed,Ambejogai,Marathwada,pickaxe,25,85,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ_LRYoi090IuNBYC5WUMYQcv8KMg1MROwZUQ&usqp=CAU
Wardha,Samudrapur,Vidharbha,sickel,32,230,
Parbhani,Jintur,Marathwada,tractor trolley,300,2500,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTHyRAyhtHFKD4SZgYdUvws_SzCHgPJp2WOFWqimYRB6vHZJc20RJPL13xg&s=10
Hingoli,kalamnuri,Marathwada,sickel,30,104,
Palghar,Dahanu,Khandesh,tractor trolley,,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTHyRAyhtHFKD4SZgYdUvws_SzCHgPJp2WOFWqimYRB6vHZJc20RJPL13xg&s=10
Sangli,Tasgaon,WM,hoe,49.1,256.35,https://5.imimg.com/data5/SELLER/Default/2022/8/CJ/UN/LL/52580342/hand-hoe-500x500.jpeg
Kolhapur,Panhala,WM,tractor,487.5,3685,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQGS3EdkbXE6m2lcEJGzMSc-inaDvUBdXsnBw&usqp=CAU
Jalgaon,Chalisgaon,Khandesh,hoe,28,155,https://5.imimg.com/data5/SELLER/Default/2022/8/CJ/UN/LL/52580342/hand-hoe-500x500.jpeg
Nashik,Igatpuri,Marathwada,tractor,354,2635,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQGS3EdkbXE6m2lcEJGzMSc-inaDvUBdXsnBw&usqp=CAU
Solapur,Barshi,WM,pickaxe,35.8,129,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ_LRYoi090IuNBYC5WUMYQcv8KMg1MROwZUQ&usqp=CAU
Chandrapur,Sindhewahi,Vidharbha,hoe,26,208,https://5.imimg.com/data5/SELLER/Default/2022/8/CJ/UN/LL/52580342/hand-hoe-500x500.jpeg
Nagpur,Nagpur,Vidharbha,pickaxe,30,240,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ_LRYoi090IuNBYC5WUMYQcv8KMg1MROwZUQ&usqp=CAU
Yavatmal,Dharwa,Vidharbha,pickaxe,25,180,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ_LRYoi090IuNBYC5WUMYQcv8KMg1MROwZUQ&usqp=CAU
Nashik,Trimbak,Marathwada,hoe,35,194,https://5.imimg.com/data5/SELLER/Default/2022/8/CJ/UN/LL/52580342/hand-hoe-500x500.jpeg
Latur,Chakur,Marathwada,sprayer,42,130,"https://m.media-amazon.com/images/I/71gWfs0OVmL._AC_UF1000,1000_QL80_.jpg"
Buldhana,Chikhli,Vidharbha,sickel,32,270,
Sambhajinagar,Kannad,Marathwada,tractor,336,2505,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQGS3EdkbXE6m2lcEJGzMSc-inaDvUBdXsnBw&usqp=CAU
Osmanabad,Paranda,Marathwada,sickel,30,105,
Jalna,Mantha,Marathwada,tractor,300,2150,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQGS3EdkbXE6m2lcEJGzMSc-inaDvUBdXsnBw&usqp=CAU
Jalna,Bhokardhan,Marathwada,sickel,18,65,
Ratnagiri,Khed,Konkan,pickaxe,26,94,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ_LRYoi090IuNBYC5WUMYQcv8KMg1MROwZUQ&usqp=CAU
Jalna,Badnapur,Marathwada,tractor trolley,185,1350,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTHyRAyhtHFKD4SZgYdUvws_SzCHgPJp2WOFWqimYRB6vHZJc20RJPL13xg&s=10
Nandurbar,Shahada,Khandesh,pickaxe,16,70,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ_LRYoi090IuNBYC5WUMYQcv8KMg1MROwZUQ&usqp=CAU
Palghar,Wada,Khandesh,sickel,,,
Pune,Khed,WM,sickel,30,105,
Solapur,Pandharpur,WM,tractor,455,3380,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQGS3EdkbXE6m2lcEJGzMSc-inaDvUBdXsnBw&usqp=CAU
Parbhani,Gangakhed,Marathwada,pickaxe,43,145,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ_LRYoi090IuNBYC5WUMYQcv8KMg1MROwZUQ&usqp=CAU
Sindhudurg,Sawantwadi,Konkan,pickaxe,23,82,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ_LRYoi090IuNBYC5WUMYQcv8KMg1MROwZUQ&usqp=CAU
Palghar,Palghar,Khandesh,sickel,,,
Pune,Junnar,WM,tractor trolley,315,2600,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTHyRAyhtHFKD4SZgYdUvws_SzCHgPJp2WOFWqimYRB6vHZJc20RJPL13xg&s=10
Nanded,Nanded,Marathwada,tractor trolley,220,1600,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTHyRAyhtHFKD4SZgYdUvws_SzCHgPJp2WOFWqimYRB6vHZJc20RJPL13xg&s=10
Bhandara,Mohadi,Vidharbha,pickaxe,21,168,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ_LRYoi090IuNBYC5WUMYQcv8KMg1MROwZUQ&usqp=CAU
Gondia,Amgaon,Vidharbha,sickel,14,112,
Amravati,Warud,Vidharbha,Plough,130,975,https://www.patelagroindustries.com/public/images/blog/jt8wc33oxWhkXesZZkoblUlxItMlZmlnGKhQMe5b.png
Ahmednagar,Parner,Khandesh,pickaxe,43,155,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ_LRYoi090IuNBYC5WUMYQcv8KMg1MROwZUQ&usqp=CAU
Hingoli,kalamnuri,Marathwada,plough,198,1040,https://www.patelagroindustries.com/public/images/blog/jt8wc33oxWhkXesZZkoblUlxItMlZmlnGKhQMe5b.png
Akola,Balapur,Vidharbha,Hoe,37,295,https://5.imimg.com/data5/SELLER/Default/2022/8/CJ/UN/LL/52580342/hand-hoe-500x500.jpeg
Gadchiroli,Mulchera,Vidharbha,sickel,,,
Satara,Wai,WM,hoe,49.53,257.53,https://5.imimg.com/data5/SELLER/Default/2022/8/CJ/UN/LL/52580342/hand-hoe-500x500.jpeg
Nagpur,Katol,Vidharbha,sprayer,48,384,"https://m.media-amazon.com/images/I/71gWfs0OVmL._AC_UF1000,1000_QL80_.jpg"
Latur,Ausa,Marathwada,hoe,37,200,https://5.imimg.com/data5/SELLER/Default/2022/8/CJ/UN/LL/52580342/hand-hoe-500x500.jpeg
Ratnagiri,Guhagar,Konkan,plough,126,590,https://www.patelagroindustries.com/public/images/blog/jt8wc33oxWhkXesZZkoblUlxItMlZmlnGKhQMe5b.png
Akola,Telhara,Vidharbha,Sprayer,48,385,"https://m.media-amazon.com/images/I/71gWfs0OVmL._AC_UF1000,1000_QL80_.jpg"
Nagpur,Narkhed,Vidharbha,sickel,20,160,
Satara,Wai,WM,sprayer,66.85,205.47,"https://m.media-amazon.com/images/I/71gWfs0OVmL._AC_UF1000,1000_QL80_.jpg"
Yavatmal,Maregaon,Vidharbha,sprayer,36,275,"https://m.media-amazon.com/images/I/71gWfs0OVmL._AC_UF1000,1000_QL80_.jpg"
Satara,Jaoli,WM,sprayer,67.03,205.7,"https://m.media-amazon.com/images/I/71gWfs0OVmL._AC_UF1000,1000_QL80_.jpg"
Nagpur,Hingna,Vidharbha,sprayer,52,416,"https://m.media-amazon.com/images/I/71gWfs0OVmL._AC_UF1000,1000_QL80_.jpg"
Ahmednagar,Shrigonda,Khandesh,sprayer,72,216,"https://m.media-amazon.com/images/I/71gWfs0OVmL._AC_UF1000,1000_QL80_.jpg"
Gondia,Tirora,Vidharbha,tractor trolley,140,1120,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTHyRAyhtHFKD4SZgYdUvws_SzCHgPJp2WOFWqimYRB6vHZJc20RJPL13xg&s=10
Akola,Akola,Vidharbha,Tractor,310,2300,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQGS3EdkbXE6m2lcEJGzMSc-inaDvUBdXsnBw&usqp=CAU
Osmanabad,Umarga,Marathwada,sprayer,70,214,"https://m.media-amazon.com/images/I/71gWfs0OVmL._AC_UF1000,1000_QL80_.jpg"
Washim,Karanja,Vidharbha,sprayer,30,240,"https://m.media-amazon.com/images/I/71gWfs0OVmL._AC_UF1000,1000_QL80_.jpg"
Osmanabad,Bhoom,Marathwada,sprayer,68,200,"https://m.media-amazon.com/images/I/71gWfs0OVmL._AC_UF1000,1000_QL80_.jpg"
Gondia,Salekasa,Vidharbha,tractor trolley,144,1152,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTHyRAyhtHFKD4SZgYdUvws_SzCHgPJp2WOFWqimYRB6vHZJc20RJPL13xg&s=10
Dhule,Dhule,Khandesh,hoe,31,148,https://5.imimg.com/data5/SELLER/Default/2022/8/CJ/UN/LL/52580342/hand-hoe-500x500.jpeg
Wardha,Arvi,Vidharbha,plough,125,875,https://www.patelagroindustries.com/public/images/blog/jt8wc33oxWhkXesZZkoblUlxItMlZmlnGKhQMe5b.png
Sambhajinagar,Sambhajinagar,Marathwada,sprayer,50,156,"https://m.media-amazon.com/images/I/71gWfs0OVmL._AC_UF1000,1000_QL80_.jpg"
Nashik,Sinnar,Marathwada,sickel,21,76,
Ahmednagar,Pathardi,Khandesh,sprayer,73,217,"https://m.media-amazon.com/images/I/71gWfs0OVmL._AC_UF1000,1000_QL80_.jpg"
District,Taluka,Region,Equipment,Rs/hr,Rs/day,
Jalna,Mantha,Marathwada,sickel,17,60,
Sindhudurg,Kankavli,Konkan,sickel,18,66,
Latur,Renapur,Marathwada,sprayer,50,155,"https://m.media-amazon.com/images/I/71gWfs0OVmL._AC_UF1000,1000_QL80_.jpg"
Nanded,Nanded,Marathwada,tractor,360,2600,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQGS3EdkbXE6m2lcEJGzMSc-inaDvUBdXsnBw&usqp=CAU
Beed,Ambejogai,Marathwada,sickel,19,70,
Sangli,Tasgaon,WM,plough,186.71,887.75,https://www.patelagroindustries.com/public/images/blog/jt8wc33oxWhkXesZZkoblUlxItMlZmlnGKhQMe5b.png
Washim,Resod,Vidharbha,sickel,14,112,
Nanded,Kandhar,Marathwada,pickaxe,22,78,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ_LRYoi090IuNBYC5WUMYQcv8KMg1MROwZUQ&usqp=CAU
Nanded,Naigaon,Marathwada,pickaxe,24,85,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ_LRYoi090IuNBYC5WUMYQcv8KMg1MROwZUQ&usqp=CAU
Yavatmal,Umarkhed,Vidharbha,sprayer,32,250,"https://m.media-amazon.com/images/I/71gWfs0OVmL._AC_UF1000,1000_QL80_.jpg"
Beed,Ashti,Marathwada,tractor trolley,235,1750,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTHyRAyhtHFKD4SZgYdUvws_SzCHgPJp2WOFWqimYRB6vHZJc20RJPL13xg&s=10
Wardha,Arvi,Vidharbha,sickel,32,230,
Pune,Junnar,WM,hoe,54,257,https://5.imimg.com/data5/SELLER/Default/2022/8/CJ/UN/LL/52580342/hand-hoe-500x500.jpeg
Gondia,Gondia,Vidharbha,plough,110,880,https://www.patelagroindustries.com/public/images/blog/jt8wc33oxWhkXesZZkoblUlxItMlZmlnGKhQMe5b.png
Akola,Telhara,Vidharbha,Tractor Trolley,175,1300,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTHyRAyhtHFKD4SZgYdUvws_SzCHgPJp2WOFWqimYRB6vHZJc20RJPL13xg&s=10
Nandurbar,Nandurbar,Khandesh,sprayer,28,105,"https://m.media-amazon.com/images/I/71gWfs0OVmL._AC_UF1000,1000_QL80_.jpg"
Nashik,Trimbak,Marathwada,tractor,354,2635,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQGS3EdkbXE6m2lcEJGzMSc-inaDvUBdXsnBw&usqp=CAU
Nagpur,Ramtek,Vidharbha,plough,160,1280,https://www.patelagroindustries.com/public/images/blog/jt8wc33oxWhkXesZZkoblUlxItMlZmlnGKhQMe5b.png
Bhandara,Bhandara,Vidharbha,sickel,16,128,
Jalna,Jafrabad,Marathwada,tractor trolley,190,1400,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTHyRAyhtHFKD4SZgYdUvws_SzCHgPJp2WOFWqimYRB6vHZJc20RJPL13xg&s=10
Hingoli,Hingoli,Marathwada,hoe,54,256,https://5.imimg.com/data5/SELLER/Default/2022/8/CJ/UN/LL/52580342/hand-hoe-500x500.jpeg
Sindhudurg,Kudal,Konkan,tractor,310,2300,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQGS3EdkbXE6m2lcEJGzMSc-inaDvUBdXsnBw&usqp=CAU
Osmanabad,Bhoom,Marathwada,pickaxe,40,145,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ_LRYoi090IuNBYC5WUMYQcv8KMg1MROwZUQ&usqp=CAU
Satara,Phaltan,WM,tractor,438.76,3456.9,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQGS3EdkbXE6m2lcEJGzMSc-inaDvUBdXsnBw&usqp=CAU
Pune,Ambegoan,WM,plough,208,1070,https://www.patelagroindustries.com/public/images/blog/jt8wc33oxWhkXesZZkoblUlxItMlZmlnGKhQMe5b.png
Parbhani,Gangakhed,Marathwada,hoe,51,245,https://5.imimg.com/data5/SELLER/Default/2022/8/CJ/UN/LL/52580342/hand-hoe-500x500.jpeg
Sindhudurg,Devgad,Konkan,plough,118,550,https://www.patelagroindustries.com/public/images/blog/jt8wc33oxWhkXesZZkoblUlxItMlZmlnGKhQMe5b.png
Sambhajinagar,Gangapur,Marathwada,tractor trolley,224,1655,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTHyRAyhtHFKD4SZgYdUvws_SzCHgPJp2WOFWqimYRB6vHZJc20RJPL13xg&s=10
Sangli,Atpadi,WM,tractor,446,3450,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQGS3EdkbXE6m2lcEJGzMSc-inaDvUBdXsnBw&usqp=CAU
Satara,Satara,WM,tractor,428.55,3377.45,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQGS3EdkbXE6m2lcEJGzMSc-inaDvUBdXsnBw&usqp=CAU
Latur,Latur,Marathwada,hoe,39,210,https://5.imimg.com/data5/SELLER/Default/2022/8/CJ/UN/LL/52580342/hand-hoe-500x500.jpeg
Satara,Jaoli,WM,hoe,49.76,258.19,https://5.imimg.com/data5/SELLER/Default/2022/8/CJ/UN/LL/52580342/hand-hoe-500x500.jpeg
Bhandara,Tumsa,Vidharbha,tractor trolley,150,1200,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTHyRAyhtHFKD4SZgYdUvws_SzCHgPJp2WOFWqimYRB6vHZJc20RJPL13xg&s=10
Beed,Shirur,Marathwada,sickel,22,80,
Nashik,Malegaon,Marathwada,plough,135,630,https://www.patelagroindustries.com/public/images/blog/jt8wc33oxWhkXesZZkoblUlxItMlZmlnGKhQMe5b.png
Sindhudurg,Devgad,Konkan,hoe,31,169,https://5.imimg.com/data5/SELLER/Default/2022/8/CJ/UN/LL/52580342/hand-hoe-500x500.jpeg
Amravati,Warud,Vidharbha,Hoe,35,280,https://5.imimg.com/data5/SELLER/Default/2022/8/CJ/UN/LL/52580342/hand-hoe-500x500.jpeg
Palghar,Palghar,Khandesh,plough,,,https://www.patelagroindustries.com/public/images/blog/jt8wc33oxWhkXesZZkoblUlxItMlZmlnGKhQMe5b.png
Nagpur,Nagpur,Vidharbha,hoe,40,320,https://5.imimg.com/data5/SELLER/Default/2022/8/CJ/UN/LL/52580342/hand-hoe-500x500.jpeg
Dhule,Sakri,Khandesh,hoe,30,142,https://5.imimg.com/data5/SELLER/Default/2022/8/CJ/UN/LL/52580342/hand-hoe-500x500.jpeg
Latur,Ausa,Marathwada,tractor,350,2500,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQGS3EdkbXE6m2lcEJGzMSc-inaDvUBdXsnBw&usqp=CAU
Palghar,Vikramgad,Khandesh,sickel,,,
Washim,Manora,Vidharbha,pickaxe,17,136,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ_LRYoi090IuNBYC5WUMYQcv8KMg1MROwZUQ&usqp=CAU
Sindhudurg,Devgad,Konkan,sprayer,42,130,"https://m.media-amazon.com/images/I/71gWfs0OVmL._AC_UF1000,1000_QL80_.jpg"
Akola,Telhara,Vidharbha,Tractor,315,2325,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQGS3EdkbXE6m2lcEJGzMSc-inaDvUBdXsnBw&usqp=CAU
Nashik,Yeola,Marathwada,sprayer,48,149,"https://m.media-amazon.com/images/I/71gWfs0OVmL._AC_UF1000,1000_QL80_.jpg"
Nagpur,Hingna,Vidharbha,tractor trolley,210,1680,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTHyRAyhtHFKD4SZgYdUvws_SzCHgPJp2WOFWqimYRB6vHZJc20RJPL13xg&s=10
Jalgaon,Chalisgaon,Khandesh,tractor,270,2050,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQGS3EdkbXE6m2lcEJGzMSc-inaDvUBdXsnBw&usqp=CAU
Pune,Baramati,WM,tractor,500,3700,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQGS3EdkbXE6m2lcEJGzMSc-inaDvUBdXsnBw&usqp=CAU
Beed,Ambejogai,Marathwada,hoe,33,180,https://5.imimg.com/data5/SELLER/Default/2022/8/CJ/UN/LL/52580342/hand-hoe-500x500.jpeg
Gondia,Gondia,Vidharbha,hoe,30,240,https://5.imimg.com/data5/SELLER/Default/2022/8/CJ/UN/LL/52580342/hand-hoe-500x500.jpeg
Jalgaon,Jalgaon,Khandesh,sprayer,40,130,"https://m.media-amazon.com/images/I/71gWfs0OVmL._AC_UF1000,1000_QL80_.jpg"
Ratnagiri,Khed,Konkan,sickel,20.5,76,
Sambhajinagar,Sambhajinagar,Marathwada,tractor,373,2775,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQGS3EdkbXE6m2lcEJGzMSc-inaDvUBdXsnBw&usqp=CAU
Parbhani,Parbhani,Marathwada,tractor trolley,300,2500,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTHyRAyhtHFKD4SZgYdUvws_SzCHgPJp2WOFWqimYRB6vHZJc20RJPL13xg&s=10
Kolhapur,Shahuwadi,WM,tractor trolley,310,2335,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTHyRAyhtHFKD4SZgYdUvws_SzCHgPJp2WOFWqimYRB6vHZJc20RJPL13xg&s=10
Gadchiroli,Gadchiroli,Vidharbha,plough,,,https://www.patelagroindustries.com/public/images/blog/jt8wc33oxWhkXesZZkoblUlxItMlZmlnGKhQMe5b.png
Kolhapur,Shahuwadi,WM,tractor,485,3675,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQGS3EdkbXE6m2lcEJGzMSc-inaDvUBdXsnBw&usqp=CAU
Wardha,Karanja,Vidharbha,sprayer,72,500,"https://m.media-amazon.com/images/I/71gWfs0OVmL._AC_UF1000,1000_QL80_.jpg"
Sambhajinagar,Sambhajinagar,Marathwada,sickel,22,80,
Osmanabad,Tuljapur,Marathwada,tractor,470,3500,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQGS3EdkbXE6m2lcEJGzMSc-inaDvUBdXsnBw&usqp=CAU
Sindhudurg,Malvan,Konkan,tractor,310,2300,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQGS3EdkbXE6m2lcEJGzMSc-inaDvUBdXsnBw&usqp=CAU
Gadchiroli,Mulchera,Vidharbha,hoe,,,https://5.imimg.com/data5/SELLER/Default/2022/8/CJ/UN/LL/52580342/hand-hoe-500x500.jpeg
Nashik,Yeola,Marathwada,tractor,354,2635,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQGS3EdkbXE6m2lcEJGzMSc-inaDvUBdXsnBw&usqp=CAU
Sangli,Jat,WM,tractor trolley,290.63,2220.15,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTHyRAyhtHFKD4SZgYdUvws_SzCHgPJp2WOFWqimYRB6vHZJc20RJPL13xg&s=10
Raigad,Khalapur,Konkan,plough,155,725,https://www.patelagroindustries.com/public/images/blog/jt8wc33oxWhkXesZZkoblUlxItMlZmlnGKhQMe5b.png
Latur,Chakur,Marathwada,tractor trolley,195,1400,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTHyRAyhtHFKD4SZgYdUvws_SzCHgPJp2WOFWqimYRB6vHZJc20RJPL13xg&s=10
Ahmednagar,Sangamner,Khandesh,tractor,500,3700,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQGS3EdkbXE6m2lcEJGzMSc-inaDvUBdXsnBw&usqp=CAU
Pune,Haveli,WM,hoe,54,257,https://5.imimg.com/data5/SELLER/Default/2022/8/CJ/UN/LL/52580342/hand-hoe-500x500.jpeg
Buldhana,Lonar,Vidharbha,hoe,52,390,https://5.imimg.com/data5/SELLER/Default/2022/8/CJ/UN/LL/52580342/hand-hoe-500x500.jpeg
Raigad,Mangaon,Konkan,plough,78,365,https://www.patelagroindustries.com/public/images/blog/jt8wc33oxWhkXesZZkoblUlxItMlZmlnGKhQMe5b.png
Sindhudurg,Malvan,Konkan,pickaxe,23,82,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ_LRYoi090IuNBYC5WUMYQcv8KMg1MROwZUQ&usqp=CAU
Chandrapur,Rajura,Vidharbha,plough,95,760,https://www.patelagroindustries.com/public/images/blog/jt8wc33oxWhkXesZZkoblUlxItMlZmlnGKhQMe5b.png
Nanded,Naigaon,Marathwada,sickel,21,78,
Solapur,Pandharpur,WM,sickel,27.5,100,
Amravati,Achalpur,Vidharbha,Tractor,290,2175,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQGS3EdkbXE6m2lcEJGzMSc-inaDvUBdXsnBw&usqp=CAU
Washim,Resod,Vidharbha,hoe,28,224,https://5.imimg.com/data5/SELLER/Default/2022/8/CJ/UN/LL/52580342/hand-hoe-500x500.jpeg
Ahmednagar,Sangamner,Khandesh,sickel,33,109,
Ahmednagar,Pathardi,Khandesh,pickaxe,44,157,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ_LRYoi090IuNBYC5WUMYQcv8KMg1MROwZUQ&usqp=CAU
Dhule,Sindhkheda,Khandesh,tractor trolley,163,1335,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTHyRAyhtHFKD4SZgYdUvws_SzCHgPJp2WOFWqimYRB6vHZJc20RJPL13xg&s=10
Ratnagiri,Khed,Konkan,hoe,35,190,https://5.imimg.com/data5/SELLER/Default/2022/8/CJ/UN/LL/52580342/hand-hoe-500x500.jpeg
Yavatmal,Maregaon,Vidharbha,tractor trolley,140,1050,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTHyRAyhtHFKD4SZgYdUvws_SzCHgPJp2WOFWqimYRB6vHZJc20RJPL13xg&s=10
Solapur,Karmala,WM,sickel,27,96,
Satara,Jaoli,WM,tractor,436.08,3440.78,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQGS3EdkbXE6m2lcEJGzMSc-inaDvUBdXsnBw&usqp=CAU
Pune,Indapur,WM,tractor,510,5700,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQGS3EdkbXE6m2lcEJGzMSc-inaDvUBdXsnBw&usqp=CAU
Gondia,Tirora,Vidharbha,hoe,27,216,https://5.imimg.com/data5/SELLER/Default/2022/8/CJ/UN/LL/52580342/hand-hoe-500x500.jpeg
Nandurbar,Nawapur,Khandesh,plough,75,620,https://www.patelagroindustries.com/public/images/blog/jt8wc33oxWhkXesZZkoblUlxItMlZmlnGKhQMe5b.png
Gadchiroli,Chamorshi,Vidharbha,sprayer,,,"https://m.media-amazon.com/images/I/71gWfs0OVmL._AC_UF1000,1000_QL80_.jpg"
Gondia,Salekasa,Vidharbha,sickel,15,120,
Jalgaon,Chalisgaon,Khandesh,pickaxe,21,100,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ_LRYoi090IuNBYC5WUMYQcv8KMg1MROwZUQ&usqp=CAU
Buldhana,Chikhli,Vidharbha,sprayer,72,580,"https://m.media-amazon.com/images/I/71gWfs0OVmL._AC_UF1000,1000_QL80_.jpg"
Hingoli,Basmath,Marathwada,sprayer,67,205,"https://m.media-amazon.com/images/I/71gWfs0OVmL._AC_UF1000,1000_QL80_.jpg"
Latur,Renapur,Marathwada,pickaxe,27,95,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ_LRYoi090IuNBYC5WUMYQcv8KMg1MROwZUQ&usqp=CAU
Parbhani,Gangakhed,Marathwada,tractor trolley,295,2450,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTHyRAyhtHFKD4SZgYdUvws_SzCHgPJp2WOFWqimYRB6vHZJc20RJPL13xg&s=10
Raigad,Mangaon,Konkan,sprayer,28,85,"https://m.media-amazon.com/images/I/71gWfs0OVmL._AC_UF1000,1000_QL80_.jpg"
Nashik,Sinnar,Marathwada,plough,135,630,https://www.patelagroindustries.com/public/images/blog/jt8wc33oxWhkXesZZkoblUlxItMlZmlnGKhQMe5b.png
Wardha,Wardha,Vidharbha,plough,125,875,https://www.patelagroindustries.com/public/images/blog/jt8wc33oxWhkXesZZkoblUlxItMlZmlnGKhQMe5b.png
Pune,Shirur,WM,sickel,35,110,
Bhandara,Mohadi,Vidharbha,plough,110,880,https://www.patelagroindustries.com/public/images/blog/jt8wc33oxWhkXesZZkoblUlxItMlZmlnGKhQMe5b.png
Bhandara,Pauni,Vidharbha,pickaxe,22,176,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ_LRYoi090IuNBYC5WUMYQcv8KMg1MROwZUQ&usqp=CAU
Chandrapur,Rajura,Vidharbha,sickel,12,96,
Beed,Parali,Marathwada,pickaxe,26,90,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ_LRYoi090IuNBYC5WUMYQcv8KMg1MROwZUQ&usqp=CAU
Sangli,Jat,WM,plough,187.16,888.5,https://www.patelagroindustries.com/public/images/blog/jt8wc33oxWhkXesZZkoblUlxItMlZmlnGKhQMe5b.png
Yavatmal,Maregaon,Vidharbha,hoe,27,205,https://5.imimg.com/data5/SELLER/Default/2022/8/CJ/UN/LL/52580342/hand-hoe-500x500.jpeg
Kolhapur,Gadhinglaj,WM,sickel,29.9,110.7,
Nashik,Sinnar,Marathwada,tractor trolley,219,1625,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTHyRAyhtHFKD4SZgYdUvws_SzCHgPJp2WOFWqimYRB6vHZJc20RJPL13xg&s=10
Wardha,Arvi,Vidharbha,hoe,52,360,https://5.imimg.com/data5/SELLER/Default/2022/8/CJ/UN/LL/52580342/hand-hoe-500x500.jpeg
Satara,Jaoli,WM,sickel,28.8,103.05,
Latur,Udgir,Marathwada,sickel,21,78,
Kolhapur,Gadhinglaj,WM,sprayer,70.5,215,"https://m.media-amazon.com/images/I/71gWfs0OVmL._AC_UF1000,1000_QL80_.jpg"
